"Date","Price","Open","High","Low","Vol.","Change %"
"31-05-2021","2,704,282","2,581,404","2,717,000","2,475,667","","4.76%"
"30-05-2021","2,581,365","2,503,634","2,633,152","2,421,072","","3.18%"
"29-05-2021","2,501,894","2,582,381","2,695,054","2,437,607","","-3.09%"
"28-05-2021","2,581,770","2,801,174","2,823,279","2,517,801","","-7.45%"
"27-05-2021","2,789,662","2,850,599","2,927,467","2,705,492","","-2.16%"
"26-05-2021","2,851,129","2,790,972","2,960,438","2,755,013","","2.03%"
"25-05-2021","2,794,306","2,822,286","2,893,099","2,659,598","","-0.74%"
"24-05-2021","2,815,175","2,528,548","2,903,920","2,511,281","","11.53%"
"23-05-2021","2,524,241","2,725,080","2,783,733","2,271,771","","-7.44%"
"22-05-2021","2,727,166","2,713,479","2,821,891","2,571,986","","0.62%"
"21-05-2021","2,710,253","2,958,193","3,071,647","2,447,313","","-8.95%"
"20-05-2021","2,976,543","2,685,061","3,097,890","2,563,377","","10.12%"
"19-05-2021","2,703,090","3,137,063","3,180,592","2,225,206","","-13.78%"
"18-05-2021","3,135,162","3,197,060","3,341,936","3,093,226","","-1.79%"
"17-05-2021","3,192,231","3,405,157","3,409,490","3,092,078","","-6.20%"
"16-05-2021","3,403,170","3,424,410","3,646,470","3,219,011","","-0.74%"
"15-05-2021","3,428,552","3,651,806","3,710,537","3,419,779","","-6.18%"
"14-05-2021","3,654,284","3,646,153","3,766,454","3,584,712","","0.11%"
"13-05-2021","3,650,144","3,615,754","3,776,038","3,396,041","","0.76%"
"12-05-2021","3,622,716","4,158,159","4,256,967","3,622,716","","-12.87%"
"11-05-2021","4,157,636","4,102,392","4,170,913","4,009,339","","1.33%"
"10-05-2021","4,103,177","4,274,415","4,365,037","3,934,159","","-3.76%"
"09-05-2021","4,263,276","4,310,304","4,341,081","4,137,514","","-1.00%"
"08-05-2021","4,306,345","4,201,456","4,358,638","4,176,455","","2.48%"
"07-05-2021","4,202,123","4,150,775","4,295,233","4,069,390","","1.25%"
"06-05-2021","4,150,186","4,242,014","4,301,970","4,068,503","","-2.05%"
"05-05-2021","4,237,213","3,989,353","4,276,346","3,989,353","","6.21%"
"04-05-2021","3,989,353","4,222,129","4,222,129","3,989,353","","-5.40%"
"03-05-2021","4,217,097","4,188,979","4,364,246","4,174,944","","0.61%"
"02-05-2021","4,191,546","4,279,754","4,284,332","4,155,243","","-2.07%"
"01-05-2021","4,280,121","4,273,376","4,328,077","4,222,357","","0.00%"
"30-04-2021","4,280,074","3,968,226","4,288,089","3,931,746","","7.86%"
"29-04-2021","3,968,001","4,086,762","4,109,105","3,882,062","","-2.82%"
"28-04-2021","4,083,202","4,106,972","4,202,395","4,007,930","","-0.51%"
"27-04-2021","4,104,095","4,031,010","4,132,335","3,979,196","","1.66%"
"26-04-2021","4,037,097","3,687,142","4,058,881","3,657,519","","10.04%"
"25-04-2021","3,668,712","3,752,131","3,784,631","3,527,469","","-2.17%"
"24-04-2021","3,750,029","3,829,896","3,833,533","3,652,627","","-2.03%"
"23-04-2021","3,827,629","3,878,887","3,914,035","3,574,581","","-1.49%"
"22-04-2021","3,885,715","4,062,721","4,155,848","3,805,728","","-4.30%"
"21-04-2021","4,060,266","4,259,495","4,278,666","4,048,490","","-4.64%"
"20-04-2021","4,257,724","4,171,509","4,300,937","3,991,980","","2.04%"
"19-04-2021","4,172,596","4,193,980","4,301,643","4,063,125","","-0.37%"
"18-04-2021","4,188,069","4,475,820","4,499,073","3,847,534","","-6.45%"
"17-04-2021","4,476,941","4,571,926","4,658,682","4,445,968","","-2.13%"
"16-04-2021","4,574,192","4,729,247","4,744,275","4,465,058","","-3.16%"
"15-04-2021","4,723,477","4,738,987","4,770,640","4,663,310","","-0.09%"
"14-04-2021","4,727,708","4,787,810","4,868,881","4,606,056","","-1.10%"
"13-04-2021","4,780,219","4,488,902","4,792,529","4,487,601","","6.47%"
"12-04-2021","4,489,523","4,495,280","4,586,367","4,454,456","","0.09%"
"11-04-2021","4,485,548","4,463,336","4,533,616","4,428,535","","0.50%"
"10-04-2021","4,463,356","4,344,137","4,579,657","4,327,570","","2.77%"
"09-04-2021","4,343,022","4,330,935","4,397,153","4,314,871","","0.24%"
"08-04-2021","4,332,413","4,162,637","4,335,223","4,143,932","","4.26%"
"07-04-2021","4,155,361","4,261,382","4,331,799","4,127,298","","-2.50%"
"06-04-2021","4,261,811","4,337,698","4,356,980","4,219,910","","-1.47%"
"05-04-2021","4,325,340","4,274,116","4,343,140","4,166,833","","1.26%"
"04-04-2021","4,271,513","4,186,875","4,290,014","4,143,287","","2.08%"
"03-04-2021","4,184,414","4,327,748","4,386,271","4,175,069","","-3.34%"
"02-04-2021","4,329,138","4,310,741","4,411,212","4,290,073","","0.55%"
"01-04-2021","4,305,654","4,296,743","4,357,025","4,260,462","","0.25%"
"31-03-2021","4,295,089","4,315,433","4,388,935","4,177,653","","-0.42%"
"30-03-2021","4,313,115","4,194,187","4,360,329","4,156,419","","2.88%"
"29-03-2021","4,192,348","4,051,510","4,243,384","3,988,529","","3.50%"
"28-03-2021","4,050,739","4,055,966","4,100,672","3,977,044","","-0.10%"
"27-03-2021","4,054,941","3,995,429","4,104,772","3,921,562","","1.40%"
"26-03-2021","3,999,005","3,724,602","3,999,005","3,724,602","","7.16%"
"25-03-2021","3,731,793","3,806,739","3,861,127","3,666,286","","-2.16%"
"24-03-2021","3,814,339","3,940,431","4,150,882","3,756,821","","-3.48%"
"23-03-2021","3,952,016","3,914,489","4,048,568","3,832,562","","0.77%"
"22-03-2021","3,921,928","4,159,279","4,224,035","3,890,361","","-5.60%"
"21-03-2021","4,154,522","4,206,855","4,241,070","4,026,771","","-1.16%"
"20-03-2021","4,203,228","4,207,354","4,335,347","4,190,834","","-0.11%"
"19-03-2021","4,207,685","4,190,817","4,304,791","4,093,265","","0.37%"
"18-03-2021","4,192,336","4,289,499","4,363,906","4,153,288","","-1.89%"
"17-03-2021","4,273,213","4,127,136","4,275,775","3,939,025","","3.61%"
"16-03-2021","4,124,246","4,037,429","4,124,246","3,872,413","","1.93%"
"15-03-2021","4,046,335","4,299,582","4,405,202","4,005,801","","-5.92%"
"14-03-2021","4,300,882","4,448,629","4,482,952","4,300,882","","-3.46%"
"13-03-2021","4,454,866","4,162,687","4,494,208","4,079,403","","7.05%"
"12-03-2021","4,161,468","4,208,530","4,220,189","4,008,044","","-0.82%"
"11-03-2021","4,195,852","4,060,104","4,226,200","3,956,332","","3.00%"
"10-03-2021","4,073,659","3,995,412","4,168,884","3,870,508","","2.10%"
"09-03-2021","3,990,013","3,844,997","3,999,744","3,807,979","","4.12%"
"08-03-2021","3,831,957","3,731,519","3,841,123","3,606,044","","2.44%"
"07-03-2021","3,740,702","3,578,297","3,763,814","3,578,297","","4.56%"
"06-03-2021","3,577,527","3,571,671","3,600,448","3,449,629","","0.05%"
"05-03-2021","3,575,587","3,536,499","3,617,104","3,388,905","","1.00%"
"04-03-2021","3,540,226","3,675,759","3,777,031","3,456,393","","-3.82%"
"03-03-2021","3,680,660","3,545,733","3,824,793","3,527,003","","3.84%"
"02-03-2021","3,544,437","3,639,517","3,683,463","3,452,170","","-2.60%"
"01-03-2021","3,639,207","3,342,246","3,652,659","3,327,820","","9.29%"
"28-02-2021","3,329,987","3,409,720","3,442,619","3,184,997","","-2.44%"
"27-02-2021","3,413,444","3,425,330","3,574,903","3,329,401","","-0.31%"
"26-02-2021","3,423,892","3,420,751","3,577,913","3,236,370","","0.30%"
"25-02-2021","3,413,539","3,600,704","3,769,928","3,413,539","","-5.12%"
"24-02-2021","3,597,609","3,540,609","3,712,915","3,404,198","","1.68%"
"23-02-2021","3,538,221","3,917,551","3,917,551","3,267,368","","-9.78%"
"22-02-2021","3,921,794","4,169,431","4,169,793","3,519,646","","-5.91%"
"21-02-2021","4,168,175","4,056,806","4,232,665","4,026,485","","2.57%"
"20-02-2021","4,063,566","4,054,882","4,173,658","3,930,814","","0.23%"
"19-02-2021","4,054,436","3,749,389","4,080,287","3,692,498","","8.26%"
"18-02-2021","3,745,109","3,798,610","3,822,689","3,697,790","","-1.32%"
"17-02-2021","3,795,292","3,584,723","3,827,844","3,573,579","","6.01%"
"16-02-2021","3,580,284","3,480,970","3,674,791","3,415,364","","2.85%"
"15-02-2021","3,481,114","3,527,825","3,552,172","3,318,687","","-1.42%"
"14-02-2021","3,531,391","3,423,221","3,607,969","3,414,797","","3.25%"
"13-02-2021","3,420,171","3,437,322","3,489,570","3,358,484","","-0.67%"
"12-02-2021","3,443,170","3,489,646","3,562,883","3,357,449","","-1.35%"
"11-02-2021","3,490,412","3,266,506","3,535,042","3,207,109","","6.81%"
"10-02-2021","3,267,857","3,383,835","3,443,915","3,191,797","","-3.50%"
"09-02-2021","3,386,453","3,381,629","3,505,005","3,285,839","","0.07%"
"08-02-2021","3,384,019","2,826,530","3,407,340","2,771,228","","19.59%"
"07-02-2021","2,829,597","2,855,204","2,889,407","2,721,457","","-1.07%"
"06-02-2021","2,860,085","2,788,373","2,979,179","2,787,775","","2.56%"
"05-02-2021","2,788,606","2,697,150","2,789,943","2,670,007","","3.42%"
"04-02-2021","2,696,417","2,741,335","2,821,607","2,652,833","","-1.58%"
"03-02-2021","2,739,814","2,586,376","2,739,814","2,586,376","","5.89%"
"02-02-2021","2,587,423","2,447,327","2,622,366","2,446,474","","5.57%"
"01-02-2021","2,450,843","2,412,846","2,534,862","2,355,885","","1.61%"
"31-01-2021","2,411,950","2,499,160","2,503,973","2,346,766","","-3.38%"
"30-01-2021","2,496,350","2,502,536","2,547,455","2,400,556","","-0.20%"
"29-01-2021","2,501,344","2,432,660","2,805,075","2,331,312","","2.77%"
"28-01-2021","2,433,951","2,218,752","2,462,280","2,183,956","","9.81%"
"27-01-2021","2,216,491","2,368,645","2,372,172","2,141,381","","-6.43%"
"26-01-2021","2,368,885","2,348,884","2,399,148","2,249,718","","0.53%"
"25-01-2021","2,356,434","2,353,004","2,541,831","2,330,241","","0.12%"
"24-01-2021","2,353,681","2,341,251","2,410,962","2,261,283","","0.47%"
"23-01-2021","2,342,712","2,408,077","2,439,464","2,292,248","","-2.88%"
"22-01-2021","2,412,153","2,249,177","2,466,558","2,113,725","","7.20%"
"21-01-2021","2,250,184","2,584,837","2,589,273","2,197,688","","-13.01%"
"20-01-2021","2,586,589","2,624,026","2,662,281","2,440,638","","-1.85%"
"19-01-2021","2,635,244","2,680,074","2,765,617","2,635,244","","-1.62%"
"18-01-2021","2,678,660","2,625,825","2,744,284","2,549,727","","2.29%"
"17-01-2021","2,618,786","2,633,989","2,690,457","2,478,153","","-0.71%"
"16-01-2021","2,637,538","2,687,230","2,772,745","2,588,178","","-2.02%"
"15-01-2021","2,691,909","2,863,840","2,902,366","2,528,251","","-6.35%"
"14-01-2021","2,874,347","2,736,700","2,927,722","2,692,488","","5.09%"
"13-01-2021","2,735,178","2,485,413","2,760,768","2,378,555","","9.60%"
"12-01-2021","2,495,704","2,601,299","2,682,912","2,388,189","","-4.43%"
"11-01-2021","2,611,433","2,800,962","2,800,962","2,239,238","","-6.80%"
"10-01-2021","2,801,869","2,940,349","3,030,745","2,586,189","","-4.71%"
"09-01-2021","2,940,446","2,976,120","3,031,828","2,846,334","","-1.36%"
"08-01-2021","2,981,017","2,904,163","3,070,101","2,689,668","","3.10%"
"07-01-2021","2,891,272","2,688,935","2,951,453","2,662,488","","7.39%"
"06-01-2021","2,692,429","2,489,066","2,698,516","2,442,771","","8.63%"
"05-01-2021","2,478,449","2,341,970","2,512,585","2,196,402","","6.01%"
"04-01-2021","2,337,830","2,413,083","2,451,246","2,070,564","","-2.91%"
"03-01-2021","2,407,885","2,352,037","2,539,109","2,338,546","","2.40%"
"02-01-2021","2,351,553","2,143,831","2,430,100","2,118,975","","9.72%"
"01-01-2021","2,143,328","2,112,402","2,162,716","2,095,564","","1.30%"
"31-12-2020","2,115,850","2,113,827","2,144,520","2,049,764","","0.17%"
"30-12-2020","2,112,246","2,010,204","2,118,890","2,010,204","","5.07%"
"29-12-2020","2,010,312","1,991,555","2,011,198","1,906,321","","0.98%"
"28-12-2020","1,990,742","1,934,107","2,016,959","1,923,375","","3.07%"
"27-12-2020","1,931,355","1,946,395","2,087,798","1,904,538","","-0.79%"
"26-12-2020","1,946,697","1,817,140","1,975,441","1,803,051","","7.34%"
"25-12-2020","1,813,646","1,745,473","1,822,643","1,726,071","","3.84%"
"24-12-2020","1,746,600","1,714,815","1,748,878","1,679,315","","1.74%"
"23-12-2020","1,716,793","1,758,522","1,774,948","1,675,080","","-2.41%"
"22-12-2020","1,759,138","1,682,050","1,759,138","1,654,777","","4.51%"
"21-12-2020","1,683,175","1,725,692","1,773,203","1,631,309","","-2.56%"
"20-12-2020","1,727,320","1,754,384","1,783,873","1,699,210","","-1.61%"
"19-12-2020","1,755,541","1,701,246","1,773,069","1,678,062","","3.15%"
"18-12-2020","1,701,989","1,678,913","1,710,377","1,645,983","","1.50%"
"17-12-2020","1,676,896","1,571,266","1,748,387","1,564,205","","6.59%"
"16-12-2020","1,573,221","1,429,184","1,584,728","1,418,988","","10.08%"
"15-12-2020","1,429,199","1,419,748","1,439,940","1,404,867","","0.69%"
"14-12-2020","1,419,464","1,413,286","1,424,914","1,400,621","","0.44%"
"13-12-2020","1,413,210","1,387,022","1,430,758","1,380,208","","2.02%"
"12-12-2020","1,385,190","1,328,978","1,395,611","1,328,978","","3.95%"
"11-12-2020","1,332,557","1,347,188","1,348,099","1,298,470","","-0.94%"
"10-12-2020","1,345,146","1,367,418","1,367,954","1,321,918","","-1.62%"
"09-12-2020","1,367,310","1,347,466","1,373,521","1,298,497","","1.17%"
"08-12-2020","1,351,492","1,415,349","1,422,857","1,343,914","","-4.51%"
"07-12-2020","1,415,253","1,428,820","1,433,273","1,397,034","","-1.04%"
"06-12-2020","1,430,182","1,412,311","1,432,536","1,392,009","","1.23%"
"05-12-2020","1,412,751","1,376,287","1,414,408","1,365,334","","2.65%"
"04-12-2020","1,376,337","1,434,828","1,442,213","1,373,978","","-4.11%"
"03-12-2020","1,435,299","1,417,786","1,446,560","1,392,162","","1.36%"
"02-12-2020","1,416,085","1,378,633","1,425,718","1,346,946","","2.68%"
"01-12-2020","1,379,136","1,457,405","1,464,702","1,342,913","","-5.37%"
"30-11-2020","1,457,389","1,344,261","1,466,491","1,344,261","","8.46%"
"29-11-2020","1,343,721","1,310,657","1,355,407","1,295,517","","2.60%"
"28-11-2020","1,309,672","1,266,941","1,320,989","1,247,704","","3.54%"
"27-11-2020","1,264,837","1,266,823","1,287,608","1,220,404","","-0.05%"
"26-11-2020","1,265,506","1,379,868","1,394,265","1,197,375","","-8.49%"
"25-11-2020","1,382,898","1,418,625","1,438,769","1,367,759","","-2.61%"
"24-11-2020","1,419,918","1,362,985","1,438,426","1,336,485","","4.09%"
"23-11-2020","1,364,123","1,365,433","1,388,758","1,335,639","","0.01%"
"22-11-2020","1,364,026","1,384,670","1,389,665","1,308,219","","-1.49%"
"21-11-2020","1,384,711","1,383,940","1,405,463","1,362,604","","0.14%"
"20-11-2020","1,382,776","1,319,263","1,393,928","1,315,860","","4.85%"
"19-11-2020","1,318,784","1,317,861","1,347,114","1,290,001","","0.14%"
"18-11-2020","1,316,948","1,314,415","1,374,608","1,282,720","","0.10%"
"17-11-2020","1,315,569","1,242,605","1,327,785","1,232,431","","5.89%"
"16-11-2020","1,242,364","1,189,631","1,255,473","1,184,193","","4.44%"
"15-11-2020","1,189,561","1,198,451","1,204,872","1,176,845","","-0.75%"
"14-11-2020","1,198,495","1,217,173","1,217,516","1,172,070","","-1.54%"
"13-11-2020","1,217,261","1,217,374","1,229,943","1,191,931","","0.09%"
"12-11-2020","1,216,219","1,168,066","1,220,268","1,152,092","","4.11%"
"11-11-2020","1,168,184","1,136,430","1,187,240","1,134,864","","2.78%"
"10-11-2020","1,136,635","1,134,901","1,145,710","1,121,742","","0.24%"
"09-11-2020","1,133,964","1,145,430","1,167,665","1,098,102","","-0.96%"
"08-11-2020","1,144,900","1,096,462","1,156,845","1,088,486","","4.45%"
"07-11-2020","1,096,098","1,151,888","1,165,138","1,064,177","","-4.87%"
"06-11-2020","1,152,260","1,152,653","1,179,660","1,126,082","","0.05%"
"05-11-2020","1,151,688","1,052,140","1,163,268","1,048,218","","9.56%"
"04-11-2020","1,051,168","1,046,487","1,058,864","1,014,277","","0.54%"
"03-11-2020","1,045,560","1,010,266","1,048,481","988,304","","3.48%"
"02-11-2020","1,010,396","1,026,469","1,030,790","983,652","","-1.50%"
"01-11-2020","1,025,777","1,028,613","1,035,568","1,016,327","","-0.31%"
"31-10-2020","1,028,993","1,010,841","1,049,663","1,002,110","","1.83%"
"30-10-2020","1,010,470","1,000,607","1,018,601","976,449","","1.04%"
"29-10-2020","1,000,069","984,670","1,014,165","966,689","","1.49%"
"28-10-2020","985,338","1,004,211","1,019,893","957,773","","-1.85%"
"27-10-2020","1,003,864","965,433","1,014,790","963,312","","3.96%"
"26-10-2020","965,630","962,343","978,719","946,848","","0.43%"
"25-10-2020","961,534","968,307","985,129","952,311","","-0.72%"
"24-10-2020","968,462","954,918","971,593","950,578","","1.44%"
"23-10-2020","954,760","955,385","958,997","940,954","","-0.11%"
"22-10-2020","955,826","941,442","970,695","935,961","","1.40%"
"21-10-2020","942,674","874,746","971,774","873,344","","7.78%"
"20-10-2020","874,639","862,068","883,229","857,324","","1.47%"
"19-10-2020","861,955","844,944","866,068","837,554","","2.06%"
"18-10-2020","844,528","834,416","844,528","833,519","","1.23%"
"17-10-2020","834,270","831,431","837,330","827,964","","0.38%"
"16-10-2020","831,153","844,886","847,451","823,290","","-1.57%"
"15-10-2020","844,451","836,866","850,774","828,354","","0.92%"
"14-10-2020","836,783","838,384","844,972","827,209","","-0.19%"
"13-10-2020","838,365","845,664","846,999","830,815","","-0.91%"
"12-10-2020","846,105","830,109","859,105","823,852","","1.93%"
"11-10-2020","830,110","824,631","835,329","823,318","","0.64%"
"10-10-2020","824,829","807,047","838,056","807,025","","2.19%"
"09-10-2020","807,164","800,987","810,954","792,640","","0.75%"
"08-10-2020","801,152","782,287","802,624","772,349","","2.38%"
"07-10-2020","782,543","778,482","783,261","775,096","","0.50%"
"06-10-2020","778,621","789,254","791,252","773,118","","-1.25%"
"05-10-2020","788,454","781,552","788,474","777,525","","0.79%"
"04-10-2020","782,240","772,680","783,516","770,995","","1.27%"
"03-10-2020","772,429","774,719","776,699","769,671","","-0.26%"
"02-10-2020","774,461","777,777","780,905","760,741","","-0.44%"
"01-10-2020","777,880","793,126","799,558","765,889","","-1.81%"
"30-09-2020","792,221","799,825","800,098","786,024","","-0.92%"
"29-09-2020","799,604","787,048","800,915","784,927","","1.43%"
"28-09-2020","788,339","794,899","806,605","788,296","","-0.73%"
"27-09-2020","794,109","790,388","795,579","781,338","","0.45%"
"26-09-2020","790,589","787,460","794,935","784,854","","0.44%"
"25-09-2020","787,154","793,582","794,675","777,887","","-0.73%"
"24-09-2020","792,958","753,577","797,040","750,599","","5.32%"
"23-09-2020","752,902","774,218","774,579","746,674","","-2.72%"
"22-09-2020","773,928","766,699","777,217","762,304","","0.84%"
"21-09-2020","767,510","802,922","807,812","760,306","","-4.43%"
"20-09-2020","803,078","814,890","814,890","792,102","","-1.42%"
"19-09-2020","814,653","803,949","821,970","800,741","","1.34%"
"18-09-2020","803,886","805,544","809,863","795,615","","-0.16%"
"17-09-2020","805,161","805,458","811,729","792,074","","0.01%"
"16-09-2020","805,114","794,138","815,279","785,318","","1.44%"
"15-09-2020","793,663","782,727","804,374","781,623","","1.38%"
"14-09-2020","782,885","759,195","788,501","754,149","","3.21%"
"13-09-2020","758,518","766,681","776,910","750,303","","-1.07%"
"12-09-2020","766,713","762,886","769,311","754,596","","0.49%"
"11-09-2020","762,976","759,139","763,328","750,705","","0.46%"
"10-09-2020","759,516","749,086","768,277","749,086","","1.37%"
"09-09-2020","749,267","747,139","758,180","736,457","","0.29%"
"08-09-2020","747,090","762,663","766,151","727,738","","-1.93%"
"07-09-2020","761,789","750,614","764,030","726,015","","1.44%"
"06-09-2020","751,008","744,746","758,218","733,125","","0.81%"
"05-09-2020","744,960","765,914","773,887","724,246","","-2.82%"
"04-09-2020","766,594","744,769","777,888","726,677","","2.83%"
"03-09-2020","745,469","834,459","839,419","733,832","","-10.64%"
"02-09-2020","834,271","869,903","872,347","818,736","","-4.15%"
"01-09-2020","870,385","853,397","879,603","846,303","","1.97%"
"31-08-2020","853,531","857,038","862,538","850,398","","-0.28%"
"30-08-2020","855,916","838,341","856,076","837,923","","2.05%"
"29-08-2020","838,705","842,575","846,489","836,045","","-0.46%"
"28-08-2020","842,612","836,989","843,527","833,537","","0.89%"
"27-08-2020","835,207","850,410","855,242","823,630","","-1.87%"
"26-08-2020","851,149","840,053","856,091","835,230","","1.26%"
"25-08-2020","840,529","871,802","872,613","825,662","","-3.58%"
"24-08-2020","871,770","872,598","880,853","867,833","","-0.11%"
"23-08-2020","872,737","873,833","877,571","863,018","","-0.22%"
"22-08-2020","874,683","863,797","875,414","852,553","","1.31%"
"21-08-2020","863,408","889,135","890,956","861,245","","-2.92%"
"20-08-2020","889,342","879,799","891,075","875,785","","1.16%"
"19-08-2020","879,101","890,806","896,204","869,748","","-1.48%"
"18-08-2020","892,269","918,121","925,507","884,228","","-2.65%"
"17-08-2020","916,586","892,580","930,846","881,852","","2.73%"
"16-08-2020","892,207","887,705","893,643","876,290","","0.37%"
"15-08-2020","888,884","880,859","897,018","878,482","","0.96%"
"14-08-2020","880,462","882,682","887,192","870,609","","-0.05%"
"13-08-2020","880,930","864,954","881,306","843,605","","1.85%"
"12-08-2020","864,929","850,157","867,854","837,205","","1.72%"
"11-08-2020","850,288","890,364","893,596","831,715","","-4.49%"
"10-08-2020","890,216","876,790","904,511","863,683","","1.54%"
"09-08-2020","876,744","882,976","884,765","864,688","","-0.66%"
"08-08-2020","882,541","869,687","885,702","865,090","","1.49%"
"07-08-2020","869,616","880,981","891,680","851,117","","-1.26%"
"06-08-2020","880,726","878,490","890,831","866,135","","0.27%"
"05-08-2020","878,366","840,564","881,096","833,868","","4.56%"
"04-08-2020","840,047","843,806","857,623","831,701","","-0.44%"
"03-08-2020","843,765","829,444","862,598","823,467","","1.68%"
"02-08-2020","829,813","884,113","906,397","790,842","","-6.21%"
"01-08-2020","884,781","849,375","888,206","840,931","","4.31%"
"31-07-2020","848,261","831,054","857,166","821,284","","2.08%"
"30-07-2020","830,968","831,919","836,028","814,124","","-0.11%"
"29-07-2020","831,919","817,588","848,987","811,482","","1.77%"
"28-07-2020","817,429","824,297","840,032","792,863","","-0.87%"
"27-07-2020","824,604","742,325","850,177","741,859","","11.09%"
"26-07-2020","742,254","725,171","752,925","721,434","","2.35%"
"25-07-2020","725,206","713,159","727,158","712,429","","1.66%"
"24-07-2020","713,373","718,462","719,976","708,822","","-0.72%"
"23-07-2020","718,564","710,512","722,717","706,415","","1.10%"
"22-07-2020","710,773","699,780","711,145","694,531","","1.60%"
"21-07-2020","699,560","684,562","703,656","684,328","","2.17%"
"20-07-2020","684,686","690,453","690,453","683,305","","-0.72%"
"19-07-2020","689,661","687,058","690,883","682,187","","0.39%"
"18-07-2020","687,002","685,926","689,310","683,681","","0.15%"
"17-07-2020","685,975","686,788","688,443","682,259","","-0.09%"
"16-07-2020","686,571","691,346","693,456","681,240","","-0.63%"
"15-07-2020","690,924","697,935","699,287","689,121","","-0.98%"
"14-07-2020","697,782","694,659","699,418","688,808","","0.35%"
"13-07-2020","695,353","700,243","702,467","691,996","","-0.61%"
"12-07-2020","699,631","694,349","701,977","689,491","","0.77%"
"11-07-2020","694,303","698,260","699,190","690,635","","-0.56%"
"10-07-2020","698,206","693,964","700,451","686,532","","0.61%"
"09-07-2020","693,993","707,199","707,287","689,831","","-1.87%"
"08-07-2020","707,209","692,590","709,965","690,966","","2.13%"
"07-07-2020","692,468","696,792","699,436","688,964","","-0.70%"
"06-07-2020","697,377","677,439","699,056","675,978","","2.86%"
"05-07-2020","678,004","682,029","682,333","664,797","","-0.48%"
"04-07-2020","681,265","676,308","685,768","675,288","","0.61%"
"03-07-2020","677,109","679,224","682,415","674,560","","-0.30%"
"02-07-2020","679,154","696,600","698,647","669,997","","-2.51%"
"01-07-2020","696,658","690,290","701,332","687,356","","0.91%"
"30-06-2020","690,369","694,135","694,850","685,628","","-0.48%"
"29-06-2020","693,722","689,080","697,379","681,895","","0.45%"
"28-06-2020","690,591","681,501","694,856","676,742","","1.30%"
"27-06-2020","681,714","692,839","695,403","669,704","","-1.60%"
"26-06-2020","692,784","698,349","702,155","685,450","","-0.86%"
"25-06-2020","698,768","703,858","704,896","683,865","","-0.75%"
"24-06-2020","704,035","726,552","731,756","698,036","","-3.12%"
"23-06-2020","726,712","734,206","736,601","724,679","","-1.00%"
"22-06-2020","734,086","708,813","739,227","708,050","","3.57%"
"21-06-2020","708,814","713,681","718,040","708,304","","-0.65%"
"20-06-2020","713,458","709,995","716,387","700,486","","0.42%"
"19-06-2020","710,467","716,432","717,716","704,850","","-0.96%"
"18-06-2020","717,353","722,018","722,467","709,544","","-0.60%"
"17-06-2020","721,680","727,073","727,603","707,154","","-0.65%"
"16-06-2020","726,376","716,098","729,330","712,176","","1.44%"
"15-06-2020","716,040","710,172","721,398","679,781","","0.79%"
"14-06-2020","710,413","720,234","720,631","704,339","","-1.28%"
"13-06-2020","719,598","719,813","721,795","712,325","","-0.04%"
"12-06-2020","719,856","704,715","724,447","702,721","","1.97%"
"11-06-2020","705,967","747,949","752,274","698,076","","-5.63%"
"10-06-2020","748,052","737,699","755,091","733,047","","1.43%"
"09-06-2020","737,499","737,431","744,122","726,433","","0.06%"
"08-06-2020","737,081","737,060","738,633","728,647","","0.09%"
"07-06-2020","736,389","730,769","739,328","712,471","","0.74%"
"06-06-2020","730,978","727,587","735,529","721,096","","0.47%"
"05-06-2020","727,585","739,121","744,034","724,714","","-1.49%"
"04-06-2020","738,625","728,394","744,957","716,123","","1.51%"
"03-06-2020","727,635","715,529","728,381","709,693","","1.66%"
"02-06-2020","715,767","772,023","772,023","701,997","","-7.12%"
"01-06-2020","770,671","714,411","781,756","713,053","","7.74%"
"31-05-2020","715,323","732,990","733,344","710,767","","-2.41%"
"30-05-2020","732,975","712,678","735,964","707,098","","2.87%"
"29-05-2020","712,543","726,050","726,835","707,224","","-1.58%"
"28-05-2020","724,008","698,844","727,481","690,506","","3.69%"
"27-05-2020","698,264","666,849","700,053","665,505","","4.65%"
"26-05-2020","667,265","675,585","681,424","656,502","","-1.10%"
"25-05-2020","674,693","661,632","680,272","658,359","","1.63%"
"24-05-2020","663,904","697,209","706,066","663,000","","-4.74%"
"23-05-2020","696,965","696,385","706,588","690,004","","0.11%"
"22-05-2020","696,191","685,643","703,427","678,614","","1.86%"
"21-05-2020","683,481","718,493","722,779","666,943","","-4.91%"
"20-05-2020","718,800","740,482","744,836","707,062","","-2.86%"
"19-05-2020","739,932","736,054","747,626","718,813","","0.58%"
"18-05-2020","735,661","734,034","754,485","724,054","","0.28%"
"17-05-2020","733,635","711,131","748,509","707,614","","3.11%"
"16-05-2020","711,525","706,282","725,789","699,487","","0.82%"
"15-05-2020","705,756","739,149","742,569","694,186","","-4.49%"
"14-05-2020","738,921","702,655","747,513","698,959","","5.47%"
"13-05-2020","700,572","661,445","707,755","660,107","","5.98%"
"12-05-2020","661,052","649,635","672,994","648,653","","1.23%"
"11-05-2020","653,044","660,553","694,011","625,754","","-1.18%"
"10-05-2020","660,824","721,109","721,352","616,735","","-8.22%"
"09-05-2020","720,010","740,514","748,739","719,965","","-2.85%"
"08-05-2020","741,150","756,491","760,101","734,909","","-2.09%"
